#,공급사,과세/면세,담기,매입가,상품명(기본),상품코드,재입고알림,제조사,카테고리,판매가,품절여부,후기
614,다이찌롱스토어,과세,0,8800,누드 케찹병 대 10개(1BOX),1462,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",17000,정상,0
615,다이찌롱스토어,과세,0,9680,누드 케찹병 특대 10개(1BOX),1461,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",18300,정상,0
616,다이찌롱스토어,과세,0,12100,누드 케찹병 왕대 10개(1BOX),1460,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",21500,정상,0
617,다이찌롱스토어,과세,0,5280,누드겨자병 중 10개(1BOX),1459,사용함,자체제작,"046 : 주방용품/소모품
046007 : 주방용품/소모품 > 주방용품
046007006 : 주방용품/소모품 > 주방용품 > 양념통세트",13000,정상,0
618,패커스,과세,1,52800,"스티로폼 수산물접시 흑색 27호 1,000개 1박스",1458,사용함,자체제작,"044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",69400,정상,0
619,패커스,과세,1,22550,스티로폼 수산물접시 흑색 18호 500개 1박스,1457,사용함,자체제작,"044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",33000,정상,0
620,패커스,과세,0,52800,스티로폼 수산물접시 흑색 58호 600개 1박스,1456,사용함,자체제작,"044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",79800,정상,0
621,패커스,과세,0,52800,"스티로폼 수산물접시 청그물 27호 1,000개 1박스",1455,사용함,자체제작,"044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",69400,정상,0
622,패커스,과세,0,45100,"스티로폼 수산물접시 청그물 18호 1,000개 1박스",1454,사용함,자체제작,"044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",61600,정상,0
623,패커스,과세,0,52800,스티로폼 수산물접시 청그물 58호 600개 1박스,1453,사용함,자체제작,"044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",79800,정상,0
624,패커스,과세,2,33090,유럽형 호프투명용기 500 188개 (1BOX),1450,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",47800,정상,1
625,패커스,과세,0,18140,유럽형 호프투명용기 1000 97개 (1BOX),1449,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",32000,정상,0
626,패커스,과세,0,15320,유럽형 호프투명용기 1500 63개 (1BOX),1448,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",26700,정상,0
627,패커스,과세,0,19210,유럽형 갈색호프용기 1000 97개 (1BOX),1447,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",32400,정상,2
628,패커스,과세,0,15940,유럽형 갈색 호프용기 1500 63개 (1BOX),1446,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",27200,정상,0
629,패커스,과세,0,24830,호프 빗살 용기 1000 132개 (1BOX),1445,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",39300,정상,0
630,패커스,과세,0,24830,호프 빗살 용기 1500 105개 (1BOX),1444,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",37600,정상,0
631,패커스,과세,0,0,생수350 276개(1BOX),1443,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",0,정상,0
632,패커스,과세,0,14790,생수1500 70개(1BOX),1440,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",23800,정상,0
633,패커스,과세,0,12680,생수1800 60개(1BOX),1439,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",21000,정상,0
634,패커스,과세,0,14990,생수2000 60개(1BOX),1438,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",26000,정상,0
635,패커스,과세,3,22170,콩물식혜1800 65개 (1BOX),1437,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",28200,정상,1
636,패커스,과세,1,24570,콩물식혜1500 77개 (1BOX),1436,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",32300,품절,6
637,패커스,과세,0,26840,콩물식혜900 122개 (1BOX),1435,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기
061 : vol.4 Catalogue
061010 : vol.4 Catalogue > 카달로그_10",41600,정상,0
638,패커스,과세,0,56100,실버400 204개 (1BOX),1433,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",65000,정상,0
639,패커스,과세,0,51750,실버300 224개 (1BOX),1432,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",69000,정상,0
640,패커스,과세,0,65840,실버250 315개 (1BOX),1431,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",93000,정상,0
641,패커스,과세,0,79420,실버120 380개 (1BOX),1429,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",104000,정상,0
642,패커스,과세,0,42240,실버100 256개 (1BOX),1428,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",59000,정상,0
643,패커스,과세,0,42380,신형일자용기1000 120개 (1BOX),1427,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",60000,정상,0
644,패커스,과세,0,34300,신형일자용기500 145개 (1BOX),1426,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",56000,정상,0
645,패커스,과세,0,32400,N1000 원형 브릿지 95개 (1BOX),1425,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",68500,정상,0
646,패커스,과세,0,37400,N500원형 브릿지 136개 (1BOX),1424,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",70000,정상,0
647,패커스,과세,1,53900,우유 350 196개 (1BOX),1423,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",67500,정상,0
648,패커스,과세,0,45700,우유 500 134개 (1BOX),1422,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",54500,정상,0
649,패커스,과세,2,43650,우유 1000ml(1리터) 128개 (1BOX),1421,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",64500,정상,0
650,패커스,과세,0,70840,신형볼 210 230개 (1BOX),1420,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",105000,정상,0
651,패커스,과세,0,47880,케빈 750 136개 (1BOX),1419,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",73500,정상,0
652,패커스,과세,0,58220,케빈 500 189개 (1BOX),1418,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",82600,정상,0
653,패커스,과세,0,49500,케빈 250 180개 (1BOX),1417,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",68000,정상,0
654,패커스,과세,0,62000,골드 500 172개 1set(2박스),1416,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",83000,정상,0
655,패커스,과세,0,60020,골드 400 176개 1set(2박스),1415,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",79000,정상,0
656,패커스,과세,0,60020,골드 350 176개 1set(2박스),1414,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",79000,정상,0
657,패커스,과세,0,116160,골드 250 352개 1set(2박스),1413,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",142500,정상,0
658,패커스,과세,1,36300,스티로폼 수산물접시 백색 58호 600개 1박스,1407,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",67000,정상,0
659,패커스,과세,0,52800,"스티로폼 고기접시 적그물 27호 1,000개 1박스",1406,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",69400,정상,0
660,패커스,과세,0,45100,"스티로폼 고기접시 적그물 18호 1,000개 1박스",1405,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",61600,정상,0
661,패커스,과세,0,52800,스티로폼 고기접시 적그물 58호 600개 1박스,1404,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",79800,정상,0
662,패커스,과세,0,52520,토마토 500 154개(1BOX),1402,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",64000,정상,0
663,패커스,과세,0,51750,토마토 450 168개(1BOX),1401,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",60700,정상,0
664,패커스,과세,2,54920,토마토 300 208개(1BOX),1400,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",70400,정상,0
665,패커스,과세,0,66070,토마토 250 273개(1BOX),1399,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",90300,정상,0
666,패커스,과세,0,82280,토마토 180 340개(1BOX),1398,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",103800,정상,0
667,패커스,과세,0,42110,쥬스 500 132개(1BOX),1397,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",52600,정상,0
668,패커스,과세,0,45150,쥬스 450 152개(1BOX),1396,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",57800,정상,0
669,패커스,과세,0,68640,쥬스 210 312개(1BOX),1395,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",89800,정상,0
670,패커스,과세,0,94600,쥬스 150 430개(1BOX),1394,사용함,자체제작,"043 : 베이커리/카페 용기
043004 : 베이커리/카페 용기 > 생수/쥬스/더치커피용기",122200,정상,0
671,패커스,과세,0,67320,실링용기 19155-2A 투톤 900개 1박스,1391,사용함,자체제작,"042 : 실링제품
042001 : 실링제품 > 실링용기",96000,정상,0
672,패커스,과세,0,67320,실링용기 19155-2B 투톤 900개 1박스,1390,사용함,자체제작,"042 : 실링제품
042001 : 실링제품 > 실링용기",96000,정상,0
673,패커스,과세,0,57420,실링용기 19153-5A 투톤 900개 1박스,1389,사용함,자체제작,"042 : 실링제품
042001 : 실링제품 > 실링용기",83000,정상,0
674,패커스,과세,3,22110,회접시 타원 330 볼록 소 300개 1박스,1385,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
040001004 : 일식 용기 > 탕/찜/면용기/회접시 > 회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",37200,정상,0
675,패커스,과세,3,18040,회접시 타원 380 볼록 대 200개 1박스,1384,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
040001004 : 일식 용기 > 탕/찜/면용기/회접시 > 회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",30600,정상,0
676,패커스,과세,0,22110,회접시 타원 330 민자 소 300개 1박스,1383,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
040001004 : 일식 용기 > 탕/찜/면용기/회접시 > 회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",37200,정상,0
677,패커스,과세,1,18040,회접시 타원 380 민자 대 200개 1박스,1382,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
040001004 : 일식 용기 > 탕/찜/면용기/회접시 > 회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",30600,정상,0
678,패커스,과세,1,17050,회접시 붕어 소 250개 1박스,1381,사용함,자체제작,"040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
040001004 : 일식 용기 > 탕/찜/면용기/회접시 > 회접시
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061006 : vol.4 Catalogue > 카달로그_6",24500,정상,1
